timestamp,lap,distance,speed,throttle,brake,steering,gear,rpm,x,y,sector,corner,lap_time
180.119,2,4031.76,247.891,89.0,0.0,4.998,7,12500,791.995,-154.423,3,Final Straight,91.9
180.25,2,4037.768,246.636,95.0,0.0,-1.291,7,12500,796.11,-149.182,3,Final Straight,91.9
180.382,2,4043.777,245.652,86.0,0.0,-3.417,7,12500,800.228,-143.913,3,Final Straight,91.9
180.513,2,4049.785,244.994,99.0,0.0,-2.56,7,12500,804.345,-138.615,3,Final Straight,91.9
180.645,2,4055.794,243.635,90.0,0.0,0.055,7,12500,808.461,-133.29,3,Final Straight,91.9
180.776,2,4061.803,242.033,85.0,0.0,-0.902,7,12500,812.573,-127.938,3,Final Straight,91.9
180.908,2,4067.811,242.828,81.0,0.0,-2.688,7,12500,816.679,-122.561,3,Final Straight,91.9
181.039,2,4073.82,241.96,86.0,0.0,-3.346,7,12500,820.775,-117.16,3,Final Straight,91.9
181.171,2,4079.828,241.192,85.0,0.0,-3.667,7,12500,824.861,-111.735,3,Final Straight,91.9
181.302,2,4085.837,240.408,85.0,0.0,0.636,7,12500,828.933,-106.288,3,Final Straight,91.9
181.433,2,4091.845,240.759,99.0,0.0,-0.6,7,12500,832.989,-100.82,3,Final Straight,91.9
181.565,2,4097.854,239.92,87.0,0.0,-1.649,7,12500,837.026,-95.332,3,Final Straight,91.9
181.696,2,4103.863,240.575,97.0,0.0,1.964,7,12500,841.042,-89.824,3,Final Straight,91.9
181.828,2,4109.871,238.096,85.0,0.0,0.065,7,12500,845.033,-84.299,3,Final Straight,91.9
181.959,2,4115.88,236.442,94.0,0.0,-0.015,7,12500,848.998,-78.756,3,Final Straight,91.9
182.091,2,4121.888,237.741,97.0,0.0,-1.543,7,12500,852.932,-73.197,3,Final Straight,91.9
182.222,2,4127.897,236.667,85.0,0.0,-0.396,7,12500,856.834,-67.624,3,Final Straight,91.9
182.354,2,4133.906,234.485,84.0,0.0,4.084,7,12500,860.699,-62.037,3,Final Straight,91.9
182.485,2,4139.914,236.601,92.0,0.0,0.722,7,12500,864.527,-56.438,3,Final Straight,91.9
182.617,2,4145.923,236.03,92.0,0.0,2.611,7,12500,868.312,-50.827,3,Final Straight,91.9
182.748,2,4151.931,234.629,85.0,0.0,-1.234,7,12500,872.053,-45.205,3,Final Straight,91.9
182.88,2,4157.94,235.447,100.0,0.0,-0.825,7,12500,875.746,-39.575,3,Final Straight,91.9
183.011,2,4163.948,234.499,98.0,0.0,1.64,7,12500,879.388,-33.936,3,Final Straight,91.9
183.143,2,4169.957,232.958,98.0,0.0,1.894,7,12500,882.977,-28.291,3,Final Straight,91.9
183.274,2,4175.966,232.193,99.0,0.0,-4.826,7,12500,886.508,-22.64,3,Final Straight,91.9
183.406,2,4181.974,231.53,81.0,0.0,-2.105,7,12500,889.979,-16.984,3,Final Straight,91.9
183.537,2,4187.983,233.634,82.0,0.0,2.642,7,12500,893.387,-11.324,3,Final Straight,91.9
183.669,2,4193.991,230.913,80.0,0.0,0.529,7,12500,896.728,-5.663,3,Final Straight,91.9
183.8,2,4200.0,231.821,82.0,0.0,1.694,7,12500,900.0,-0.0,3,Main Straight,91.9
186.8,3,0.0,269.753,91.0,0.0,-0.234,8,12500,900.0,0.0,1,Main Straight,93.4
186.934,3,6.009,272.656,88.0,0.0,0.686,8,12500,903.199,5.663,1,Main Straight,93.4
187.067,3,12.017,270.114,89.0,0.0,-4.996,8,12500,906.322,11.324,1,Main Straight,93.4
187.201,3,18.026,271.51,100.0,0.0,-3.06,8,12500,909.367,16.984,1,Main Straight,93.4
187.334,3,24.034,272.873,93.0,0.0,-4.437,8,12500,912.329,22.64,1,Main Straight,93.4
187.468,3,30.043,275.105,85.0,0.0,1.456,8,12500,915.206,28.291,1,Main Straight,93.4
187.602,3,36.052,274.579,84.0,0.0,-0.296,8,12500,917.995,33.936,1,Main Straight,93.4
187.735,3,42.06,276.453,80.0,0.0,-1.689,8,12500,920.692,39.575,1,Main Straight,93.4
187.869,3,48.069,276.756,81.0,0.0,0.742,8,12500,923.295,45.205,1,Main Straight,93.4
188.003,3,54.077,279.088,85.0,0.0,1.059,8,12500,925.801,50.827,1,Main Straight,93.4
188.136,3,60.086,278.888,85.0,0.0,-3.157,8,12500,928.206,56.438,1,Main Straight,93.4
188.27,3,66.094,280.07,99.0,0.0,1.36,8,12500,930.509,62.037,1,Main Straight,93.4
188.403,3,72.103,283.754,97.0,0.0,0.654,8,12500,932.705,67.624,1,Main Straight,93.4
188.537,3,78.112,281.762,94.0,0.0,-4.047,8,12500,934.792,73.197,1,Main Straight,93.4
188.671,3,84.12,283.331,95.0,0.0,1.61,8,12500,936.768,78.756,1,Main Straight,93.4
188.804,3,90.129,282.102,84.0,0.0,0.574,8,12500,938.63,84.299,1,Main Straight,93.4
188.938,3,96.137,283.436,87.0,0.0,-1.252,8,12500,940.374,89.824,1,Main Straight,93.4
189.072,3,102.146,284.136,95.0,0.0,-2.131,8,12500,941.999,95.332,1,Main Straight,93.4
189.205,3,108.155,286.699,80.0,0.0,0.577,8,12500,943.501,100.82,1,Main Straight,93.4
189.339,3,114.163,282.887,92.0,0.0,0.682,8,12500,944.879,106.288,1,Main Straight,93.4
189.472,3,120.172,288.09,84.0,0.0,3.699,8,12500,946.129,111.735,1,Main Straight,93.4
189.606,3,126.18,287.528,88.0,0.0,1.33,8,12500,947.251,117.16,1,Main Straight,93.4
189.74,3,132.189,289.051,80.0,0.0,0.835,8,12500,948.24,122.561,1,Main Straight,93.4
189.873,3,138.197,288.531,82.0,0.0,-1.638,8,12500,949.096,127.938,1,Main Straight,93.4
190.007,3,144.206,286.745,100.0,0.0,1.884,8,12500,949.815,133.29,1,Main Straight,93.4
190.14,3,150.215,290.956,81.0,0.0,1.958,8,12500,950.396,138.615,1,Main Straight,93.4
190.274,3,156.223,289.885,80.0,0.0,1.513,8,12500,950.838,143.913,1,Main Straight,93.4
190.408,3,162.232,291.174,100.0,0.0,-0.677,8,12500,951.137,149.182,1,Main Straight,93.4
190.541,3,168.24,292.02,94.0,0.0,-0.923,8,12500,951.293,154.423,1,Main Straight,93.4
190.675,3,174.249,293.529,91.0,0.0,1.381,8,12500,951.304,159.633,1,Main Straight,93.4
190.809,3,180.258,293.139,89.0,0.0,-1.267,8,12500,951.167,164.812,1,Main Straight,93.4
190.942,3,186.266,293.794,95.0,0.0,3.244,8,12500,950.883,169.959,1,Main Straight,93.4
191.076,3,192.275,295.385,98.0,0.0,-1.53,8,12500,950.448,175.073,1,Main Straight,93.4
191.209,3,198.283,294.089,81.0,0.0,-0.917,8,12500,949.862,180.153,1,Main Straight,93.4
191.343,3,204.292,297.743,98.0,0.0,1.079,8,12500,949.124,185.199,1,Main Straight,93.4
191.477,3,210.3,293.599,96.0,0.0,-0.583,8,12500,948.233,190.209,1,Main Straight,93.4
191.61,3,216.309,297.672,86.0,0.0,0.531,8,12500,947.187,195.183,1,Main Straight,93.4
191.744,3,222.318,297.53,100.0,0.0,-2.999,8,12500,945.987,200.12,1,Main Straight,93.4
191.878,3,228.326,297.892,80.0,0.0,0.761,8,12500,944.63,205.018,1,Main Straight,93.4
192.011,3,234.335,296.994,83.0,0.0,-0.112,8,12500,943.116,209.879,1,Main Straight,93.4
192.145,3,240.343,300.667,98.0,0.0,-0.708,8,12500,941.445,214.699,1,Main Straight,93.4
192.278,3,246.352,299.608,99.0,0.0,-1.796,8,12500,939.616,219.48,1,Main Straight,93.4
192.412,3,252.361,299.767,83.0,0.0,2.435,8,12500,937.63,224.22,1,Main Straight,93.4
192.546,3,258.369,301.968,81.0,0.0,-2.522,8,12500,935.485,228.918,1,Main Straight,93.4
192.679,3,264.378,302.124,86.0,0.0,2.289,8,12500,933.181,233.574,1,Main Straight,93.4
192.813,3,270.386,300.35,98.0,0.0,-2.477,8,12500,930.719,238.187,1,Main Straight,93.4
192.946,3,276.395,301.863,93.0,0.0,-1.757,8,12500,928.099,242.757,1,Main Straight,93.4
193.08,3,282.403,304.381,86.0,0.0,-0.691,8,12500,925.321,247.283,1,Main Straight,93.4
193.214,3,288.412,300.445,84.0,0.0,-1.469,8,12500,922.384,251.764,1,Main Straight,93.4
193.347,3,294.421,301.795,86.0,0.0,2.626,8,12500,919.291,256.2,1,Main Straight,93.4
193.481,3,300.429,301.087,89.0,0.0,0.324,8,12500,916.04,260.59,1,Main Straight,93.4
193.615,3,306.438,303.652,83.0,0.0,-2.676,8,12500,912.633,264.934,1,Main Straight,93.4
193.748,3,312.446,302.768,97.0,0.0,-0.475,8,12500,909.071,269.231,1,Main Straight,93.4
193.882,3,318.455,301.766,89.0,0.0,1.746,8,12500,905.354,273.481,1,Main Straight,93.4
194.015,3,324.464,303.313,1.0,82.0,-0.601,8,12500,901.484,277.683,1,Main Straight,93.4
194.149,3,330.472,304.059,10.0,80.0,-0.61,8,12500,897.46,281.837,1,Main Straight,93.4
194.283,3,336.481,302.227,9.0,82.0,3.438,8,12500,893.286,285.942,1,Main Straight,93.4
194.416,3,342.489,305.194,8.0,89.0,-1.141,8,12500,888.961,289.999,1,Main Straight,93.4
194.55,3,348.498,303.133,0.0,78.0,-1.687,8,12500,884.487,294.006,1,Main Straight,93.4
194.684,3,354.506,108.237,14.0,69.0,20.98,3,7568,879.866,297.964,1,Turn 1,93.4
194.817,3,360.515,106.008,13.0,67.0,17.268,3,7470,875.1,301.871,1,Turn 1,93.4
194.951,3,366.524,104.748,8.0,94.0,22.135,3,7326,870.189,305.729,1,Turn 1,93.4
195.084,3,372.532,105.58,2.0,89.0,16.538,3,7235,865.136,309.536,1,Turn 1,93.4
195.218,3,378.541,104.832,11.0,95.0,32.105,3,7389,859.942,313.292,1,Turn 1,93.4
195.352,3,384.549,103.928,9.0,69.0,11.524,3,7317,854.61,316.998,1,Turn 1,93.4
195.485,3,390.558,87.162,0.0,91.0,28.647,3,6550,849.142,320.652,1,Turn 1,93.4
195.619,3,396.567,87.017,0.0,93.0,10.86,3,6545,843.539,324.255,1,Turn 1,93.4
195.753,3,402.575,86.021,0.0,95.0,-28.006,3,6510,837.804,327.806,1,Turn 1,93.4
195.886,3,408.584,84.439,0.0,98.0,-10.769,3,6455,831.939,331.306,1,Turn 1,93.4
196.02,3,414.592,83.914,0.0,97.0,-19.25,3,6437,825.946,334.754,1,Turn 1,93.4
196.153,3,420.601,85.751,0.0,93.0,-38.181,3,6501,819.828,338.15,1,Turn 1,93.4
196.287,3,426.609,83.528,0.0,92.0,-9.651,3,6423,813.588,341.494,1,Turn 1,93.4
196.421,3,432.618,83.616,0.0,94.0,-21.495,3,6426,807.228,344.787,1,Turn 1,93.4
196.554,3,438.627,86.024,0.0,87.0,-21.817,3,6510,800.75,348.027,1,Turn 1,93.4
196.688,3,444.635,82.732,0.0,96.0,-18.995,3,6395,794.158,351.216,1,Turn 1,93.4
196.821,3,450.644,84.343,0.0,97.0,-20.151,3,6451,787.453,354.352,1,Turn 1,93.4
196.955,3,456.652,83.884,0.0,86.0,-25.631,3,6435,780.64,357.437,1,Turn 1,93.4
197.089,3,462.661,83.593,0.0,86.0,-11.594,3,6425,773.72,360.47,1,Turn 1,93.4
197.222,3,468.67,85.771,0.0,96.0,-31.483,3,6501,766.697,363.451,1,Turn 1,93.4
197.356,3,474.678,100.559,48.0,0.0,-21.258,3,7979,759.574,366.38,1,Turn 1,93.4
197.49,3,480.687,100.236,45.0,0.0,-23.332,3,7908,752.353,369.258,1,Turn 1,93.4
197.623,3,486.695,101.142,42.0,0.0,-19.559,3,7879,745.039,372.085,1,Turn 1,93.4
197.757,3,492.704,97.741,28.0,0.0,-16.621,3,7480,737.633,374.86,1,Turn 1,93.4
197.89,3,498.712,100.428,53.0,0.0,-15.571,3,8074,730.138,377.584,1,Turn 1,93.4
198.024,3,504.721,98.489,25.0,0.0,-21.489,3,7447,722.56,380.258,1,Turn 1,93.4
198.158,3,510.73,100.716,37.0,0.0,-35.386,3,7765,714.899,382.881,1,Turn 1,93.4
198.291,3,516.738,98.931,30.0,0.0,-21.636,3,7562,707.16,385.453,1,Turn 1,93.4
198.425,3,522.747,98.525,47.0,0.0,-28.017,3,7888,699.345,387.976,1,Turn 1,93.4
198.559,3,528.755,95.671,43.0,0.0,-23.701,3,7708,691.459,390.448,1,Turn 1,93.4
198.692,3,534.764,98.385,48.0,0.0,-15.954,3,7903,683.504,392.871,1,Turn 1,93.4
198.826,3,540.773,95.664,61.0,0.0,-39.262,3,8068,675.483,395.245,1,Turn 1,93.4
198.959,3,546.781,95.045,51.0,0.0,-21.421,3,7846,667.4,397.57,1,Turn 1,93.4
199.093,3,552.79,97.273,45.0,0.0,-36.433,3,7804,659.258,399.847,1,Turn 1,93.4
199.227,3,558.798,97.358,20.0,0.0,-13.58,3,7307,651.06,402.075,1,Turn 1,93.4
199.36,3,564.807,96.228,57.0,0.0,-31.487,3,8007,642.81,404.256,1,Turn 1,93.4
199.494,3,570.815,94.047,61.0,0.0,-13.135,3,8011,634.511,406.389,1,Turn 1,93.4
199.627,3,576.824,93.417,47.0,0.0,-35.288,3,7709,626.165,408.475,1,Turn 1,93.4
199.761,3,582.833,92.933,22.0,56.0,-32.918,3,7192,617.777,410.515,1,Turn 1,93.4
199.895,3,588.841,93.569,16.0,69.0,-21.878,3,7094,609.349,412.508,1,Turn 1,93.4
200.028,3,594.85,93.395,10.0,65.0,-15.815,3,6968,600.885,414.456,1,Turn 1,93.4
200.162,3,600.858,92.713,1.0,69.0,-29.862,3,6764,592.388,416.358,1,Turn 1,93.4
200.296,3,606.867,89.216,17.0,54.0,-11.04,3,6962,583.86,418.216,1,Turn 1,93.4
200.429,3,612.876,90.792,0.0,37.0,-24.624,3,6677,575.305,420.03,1,Turn 1,93.4
200.563,3,618.884,90.954,24.0,59.0,-36.122,3,7163,566.727,421.799,1,Turn 1,93.4
200.696,3,624.893,129.925,6.0,56.0,-18.515,4,8167,558.127,423.526,1,Turn 2,93.4
200.83,3,630.901,131.513,4.0,54.0,-22.837,4,8182,549.509,425.209,1,Turn 2,93.4
200.964,3,636.91,129.531,15.0,54.0,-13.562,4,8333,540.876,426.851,1,Turn 2,93.4
201.097,3,642.918,131.652,13.0,59.0,-36.369,4,8367,532.231,428.45,1,Turn 2,93.4
201.231,3,648.927,129.443,7.0,43.0,-30.559,4,8170,523.576,430.009,1,Turn 2,93.4
201.365,3,654.936,129.655,51.0,0.0,-34.136,4,9057,514.915,431.526,1,Turn 2,93.4
201.498,3,660.944,129.922,41.0,0.0,-22.851,4,8867,506.249,433.004,1,Turn 2,93.4
201.632,3,666.953,129.652,37.0,0.0,-33.296,4,8777,497.582,434.443,1,Turn 2,93.4
201.765,3,672.961,126.762,35.0,0.0,-23.234,4,8636,488.917,435.842,1,Turn 2,93.4
201.899,3,678.97,127.741,33.0,0.0,-29.136,4,8630,480.254,437.203,1,Turn 2,93.4
202.033,3,684.979,124.285,33.0,0.0,-26.575,4,8509,471.598,438.526,1,Turn 2,93.4
202.166,3,690.987,129.299,32.0,0.0,-32.182,4,8665,462.951,439.812,1,Turn 2,93.4
202.3,3,696.996,126.327,59.0,0.0,-22.813,4,9101,454.314,441.062,1,Turn 2,93.4
202.433,3,703.004,126.546,36.0,0.0,-40.047,4,8649,445.69,442.275,1,Turn 2,93.4
202.567,3,709.013,126.721,53.0,0.0,-19.084,4,8995,437.081,443.453,1,Turn 2,93.4
202.701,3,715.021,125.74,40.0,0.0,-15.563,4,8700,428.489,444.597,1,Turn 2,93.4
202.834,3,721.03,124.993,49.0,0.0,-18.992,4,8854,419.916,445.706,1,Turn 2,93.4
202.968,3,727.039,125.541,35.0,0.0,-26.617,4,8593,411.365,446.781,1,Turn 2,93.4
203.102,3,733.047,124.248,62.0,0.0,-25.899,4,9088,402.836,447.824,1,Turn 2,93.4
203.235,3,739.056,123.85,43.0,0.0,-20.797,4,8694,394.331,448.834,1,Turn 2,93.4
203.369,3,745.064,124.418,57.0,0.0,-22.529,4,8994,385.853,449.813,1,Turn 2,93.4
203.502,3,751.073,123.693,20.0,0.0,-34.267,4,8229,377.403,450.76,1,Turn 2,93.4
203.636,3,757.082,124.743,64.0,0.0,-32.589,4,9145,368.981,451.677,1,Turn 2,93.4
203.77,3,763.09,124.779,50.0,0.0,-20.795,4,8867,360.59,452.564,1,Turn 2,93.4
203.903,3,769.099,124.098,43.0,0.0,-39.195,4,8703,352.231,453.421,1,Turn 2,93.4
204.037,3,775.107,123.883,51.0,0.0,-12.418,4,8855,343.905,454.25,1,Turn 2,93.4
204.171,3,781.116,119.253,27.0,0.0,-19.739,4,8213,335.613,455.051,1,Turn 2,93.4
204.304,3,787.124,123.117,47.0,0.0,-11.811,4,8749,327.356,455.824,1,Turn 2,93.4
204.438,3,793.133,123.634,42.0,0.0,-12.014,4,8667,319.135,456.57,1,Turn 2,93.4
204.571,3,799.142,126.062,56.0,0.0,-29.821,4,9032,310.951,457.29,1,Turn 2,93.4
204.705,3,805.15,122.132,21.0,0.0,28.286,4,8194,302.804,457.983,1,Turn 2,93.4
204.839,3,811.159,125.349,57.0,0.0,30.511,4,9027,294.696,458.652,1,Turn 2,93.4
204.972,3,817.167,122.944,21.0,0.0,17.625,4,8223,286.626,459.296,1,Turn 2,93.4
205.106,3,823.176,123.56,33.0,0.0,25.458,4,8484,278.595,459.916,1,Turn 2,93.4
205.239,3,829.185,123.864,63.0,0.0,26.343,4,9095,270.604,460.512,1,Turn 2,93.4
205.373,3,835.193,124.338,38.0,0.0,31.205,4,8611,262.652,461.085,1,Turn 2,93.4
205.507,3,841.202,124.234,51.0,0.0,18.448,4,8868,254.74,461.636,1,Turn 2,93.4
205.64,3,847.21,120.952,33.0,0.0,22.281,4,8393,246.868,462.164,1,Turn 2,93.4
205.774,3,853.219,123.472,40.0,0.0,12.932,4,8621,239.036,462.672,1,Turn 2,93.4
205.908,3,859.227,123.243,36.0,0.0,32.703,4,8533,231.243,463.158,1,Turn 2,93.4
206.041,3,865.236,127.669,22.0,0.0,37.663,4,8408,223.49,463.624,1,Turn 2,93.4
206.175,3,871.245,120.33,34.0,0.0,29.002,4,8391,215.777,464.069,1,Turn 2,93.4
206.308,3,877.253,122.683,47.0,0.0,21.651,4,8733,208.102,464.495,1,Turn 2,93.4
206.442,3,883.262,122.153,46.0,0.0,15.298,4,8695,200.466,464.903,1,Turn 2,93.4
206.576,3,889.27,124.801,53.0,0.0,40.744,4,8928,192.868,465.291,1,Turn 2,93.4
206.709,3,895.279,123.488,61.0,0.0,16.294,4,9042,185.307,465.661,1,Turn 2,93.4
206.843,3,901.288,280.279,87.0,0.0,-3.374,8,12500,177.783,466.014,1,Back Straight,93.4
206.977,3,907.296,280.039,87.0,0.0,-0.02,8,12500,170.294,466.349,1,Back Straight,93.4
207.11,3,913.305,281.03,87.0,0.0,-1.018,8,12500,162.841,466.668,1,Back Straight,93.4
207.244,3,919.313,279.264,84.0,0.0,-2.901,8,12500,155.422,466.969,1,Back Straight,93.4
207.377,3,925.322,282.154,86.0,0.0,1.856,8,12500,148.036,467.255,1,Back Straight,93.4
207.511,3,931.33,279.834,93.0,0.0,-0.549,8,12500,140.682,467.525,1,Back Straight,93.4
207.645,3,937.339,280.625,86.0,0.0,-1.185,8,12500,133.359,467.779,1,Back Straight,93.4
207.778,3,943.348,280.538,91.0,0.0,-0.005,8,12500,126.065,468.018,1,Back Straight,93.4
207.912,3,949.356,280.058,99.0,0.0,-2.262,8,12500,118.801,468.242,1,Back Straight,93.4
208.045,3,955.365,279.937,87.0,0.0,-2.011,8,12500,111.564,468.451,1,Back Straight,93.4
208.179,3,961.373,282.977,95.0,0.0,0.61,8,12500,104.352,468.647,1,Back Straight,93.4
208.313,3,967.382,278.592,92.0,0.0,-0.614,8,12500,97.165,468.828,1,Back Straight,93.4
208.446,3,973.391,281.277,91.0,0.0,1.764,8,12500,90.001,468.995,1,Back Straight,93.4
208.58,3,979.399,281.649,94.0,0.0,0.277,8,12500,82.859,469.149,1,Back Straight,93.4
208.714,3,985.408,281.783,100.0,0.0,-4.383,8,12500,75.737,469.29,1,Back Straight,93.4
208.847,3,991.416,279.958,82.0,0.0,2.052,8,12500,68.633,469.417,1,Back Straight,93.4
208.981,3,997.425,279.749,95.0,0.0,-2.729,8,12500,61.547,469.532,1,Back Straight,93.4
209.114,3,1003.433,280.522,90.0,0.0,0.001,8,12500,54.475,469.633,1,Back Straight,93.4
209.248,3,1009.442,280.964,81.0,0.0,-0.575,8,12500,47.417,469.722,1,Back Straight,93.4
209.382,3,1015.451,283.137,87.0,0.0,2.399,8,12500,40.371,469.799,1,Back Straight,93.4
209.515,3,1021.459,278.671,94.0,0.0,-2.669,8,12500,33.335,469.863,1,Back Straight,93.4
209.649,3,1027.468,279.945,92.0,0.0,2.354,8,12500,26.308,469.915,1,Back Straight,93.4
209.783,3,1033.476,281.989,90.0,0.0,0.731,8,12500,19.287,469.954,1,Back Straight,93.4
209.916,3,1039.485,278.149,84.0,0.0,-4.203,8,12500,12.271,469.981,1,Back Straight,93.4
210.05,3,1045.494,279.75,89.0,0.0,-1.892,8,12500,5.259,469.997,1,Back Straight,93.4
210.183,3,1051.502,277.89,82.0,0.0,-0.303,8,12500,-1.753,470.0,1,Back Straight,93.4
210.317,3,1057.511,281.078,93.0,0.0,-2.421,8,12500,-8.765,469.991,1,Back Straight,93.4
210.451,3,1063.519,278.126,90.0,0.0,2.238,8,12500,-15.779,469.969,1,Back Straight,93.4
210.584,3,1069.528,277.915,87.0,0.0,0.829,8,12500,-22.797,469.936,1,Back Straight,93.4
210.718,3,1075.536,276.377,87.0,0.0,-1.904,8,12500,-29.821,469.89,1,Back Straight,93.4
210.852,3,1081.545,281.31,96.0,0.0,-3.341,8,12500,-36.852,469.832,1,Back Straight,93.4
210.985,3,1087.554,279.378,95.0,0.0,2.003,8,12500,-43.893,469.762,1,Back Straight,93.4
211.119,3,1093.562,277.753,96.0,0.0,-2.583,8,12500,-50.945,469.679,1,Back Straight,93.4
211.252,3,1099.571,280.244,100.0,0.0,3.272,8,12500,-58.009,469.584,1,Back Straight,93.4
211.386,3,1105.579,279.75,98.0,0.0,-1.123,8,12500,-65.088,469.476,1,Back Straight,93.4
211.52,3,1111.588,283.874,94.0,0.0,1.253,8,12500,-72.183,469.355,1,Back Straight,93.4
211.653,3,1117.597,279.156,91.0,0.0,1.134,8,12500,-79.296,469.221,1,Back Straight,93.4
211.787,3,1123.605,278.771,90.0,0.0,1.005,8,12500,-86.428,469.074,1,Back Straight,93.4
211.92,3,1129.614,277.09,100.0,0.0,-1.423,8,12500,-93.581,468.913,1,Back Straight,93.4
212.054,3,1135.622,280.46,87.0,0.0,-1.696,8,12500,-100.756,468.739,1,Back Straight,93.4
212.188,3,1141.631,281.416,91.0,0.0,-0.956,8,12500,-107.955,468.551,1,Back Straight,93.4
212.321,3,1147.639,280.283,85.0,0.0,-2.548,8,12500,-115.179,468.348,1,Back Straight,93.4
212.455,3,1153.648,278.68,95.0,0.0,2.456,8,12500,-122.43,468.132,1,Back Straight,93.4
212.589,3,1159.657,278.746,80.0,0.0,2.059,8,12500,-129.708,467.9,1,Back Straight,93.4
212.722,3,1165.665,279.686,95.0,0.0,-1.057,8,12500,-137.016,467.654,1,Back Straight,93.4
212.856,3,1171.674,279.897,81.0,0.0,-0.136,8,12500,-144.355,467.392,1,Back Straight,93.4
212.989,3,1177.682,279.195,83.0,0.0,0.796,8,12500,-151.725,467.114,1,Back Straight,93.4
213.123,3,1183.691,282.165,11.0,92.0,1.397,8,12500,-159.127,466.82,1,Back Straight,93.4
213.257,3,1189.7,277.295,0.0,79.0,-0.881,8,12500,-166.563,466.511,1,Back Straight,93.4
213.39,3,1195.708,279.512,6.0,73.0,1.977,8,12500,-174.034,466.184,1,Back Straight,93.4
213.524,3,1201.717,279.798,12.0,69.0,1.077,8,12500,-181.54,465.84,1,Back Straight,93.4
213.658,3,1207.725,277.919,14.0,99.0,0.06,8,12500,-189.083,465.479,1,Back Straight,93.4
213.791,3,1213.734,281.814,13.0,67.0,-1.373,8,12500,-196.662,465.099,1,Back Straight,93.4
213.925,3,1219.742,277.133,13.0,86.0,1.925,8,12500,-204.279,464.701,1,Back Straight,93.4
214.058,3,1225.751,280.306,13.0,97.0,1.711,8,12500,-211.935,464.285,1,Back Straight,93.4
214.192,3,1231.76,277.973,7.0,91.0,-2.226,8,12500,-219.629,463.849,1,Back Straight,93.4
214.326,3,1237.768,279.807,1.0,93.0,-0.373,8,12500,-227.362,463.393,1,Back Straight,93.4
214.459,3,1243.777,277.513,8.0,93.0,1.481,8,12500,-235.134,462.917,1,Back Straight,93.4
214.593,3,1249.785,276.692,6.0,76.0,1.338,8,12500,-242.947,462.421,1,Back Straight,93.4
214.726,3,1255.794,100.765,8.0,76.0,-31.994,3,7186,-250.799,461.903,1,Turn 3,93.4
214.86,3,1261.803,101.994,1.0,99.0,-17.134,3,7089,-258.691,461.363,1,Turn 3,93.4
214.994,3,1267.811,101.5,7.0,82.0,-32.834,3,7192,-266.623,460.801,1,Turn 3,93.4
215.127,3,1273.82,101.545,10.0,95.0,-18.615,3,7254,-274.594,460.217,1,Turn 3,93.4
215.261,3,1279.828,102.618,10.0,70.0,-29.347,3,7291,-282.606,459.609,1,Turn 3,93.4
215.395,3,1285.837,104.814,5.0,93.0,-19.246,3,7268,-290.656,458.977,1,Turn 3,93.4
215.528,3,1291.845,104.483,10.0,98.0,-29.03,3,7356,-298.745,458.321,1,Turn 3,93.4
215.662,3,1297.854,102.034,1.0,98.0,-39.032,3,7091,-306.873,457.64,1,Turn 3,93.4
215.795,3,1303.863,102.103,5.0,71.0,-29.413,3,7173,-315.039,456.933,1,Turn 3,93.4
215.929,3,1309.871,104.308,0.0,98.0,-19.101,3,7150,-323.241,456.2,1,Turn 3,93.4
216.063,3,1315.88,105.74,2.0,74.0,-32.838,3,7240,-331.48,455.441,1,Turn 3,93.4
216.196,3,1321.888,105.558,55.0,0.0,-32.228,3,8294,-339.755,454.654,1,Turn 3,93.4
216.33,3,1327.897,105.26,25.0,0.0,-40.144,3,7684,-348.064,453.839,1,Turn 3,93.4
216.464,3,1333.906,106.44,56.0,0.0,-27.769,3,8345,-356.407,452.996,1,Turn 3,93.4
216.597,3,1339.914,108.451,59.0,0.0,-26.881,3,8475,-364.782,452.124,1,Turn 3,93.4
216.731,3,1345.923,109.668,38.0,0.0,-37.9,3,8098,-373.188,451.222,1,Turn 3,93.4
216.864,3,1351.931,105.809,62.0,0.0,-24.131,3,8443,-381.624,450.29,1,Turn 3,93.4
216.998,3,1357.94,107.552,29.0,0.0,-27.257,3,7844,-390.089,449.328,1,Turn 3,93.4
217.132,3,1363.948,105.663,40.0,0.0,-18.161,3,7998,-398.58,448.333,1,Turn 3,93.4
217.265,3,1369.957,106.261,61.0,0.0,-32.432,3,8439,-407.097,447.307,1,Turn 3,93.4
217.399,3,1375.966,106.326,31.0,0.0,-29.147,3,7841,-415.638,446.248,1,Turn 3,93.4
217.532,3,1381.974,107.543,32.0,0.0,-37.694,3,7904,-424.2,445.156,1,Turn 3,93.4
217.666,3,1387.983,106.372,35.0,0.0,-34.451,3,7923,-432.783,444.029,1,Turn 3,93.4
217.8,3,1393.991,107.476,50.0,0.0,-28.92,3,8261,-441.383,442.869,1,Turn 3,93.4
217.933,3,1400.0,105.927,21.0,0.0,-38.272,3,7627,-450.0,441.673,2,Turn 3,93.4
218.067,3,1406.009,107.937,40.0,0.0,-12.099,3,8077,-458.631,440.442,2,Turn 3,93.4
218.201,3,1412.017,106.362,32.0,0.0,-32.202,3,7862,-467.273,439.174,2,Turn 3,93.4
218.334,3,1418.026,106.367,25.0,0.0,-12.821,3,7722,-475.925,437.869,2,Turn 3,93.4
